"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3110","home page opens the live automationexercise site and navigates to products @ui","","2026-05-08","passed","2026-05-08","","ui/home.spec.ts","",""
"","575","softGroup keeps executing after a failing assertion @ui","","2026-05-08","passed","2026-05-08","","framework/assertions.spec.ts","",""
"","1778","product details page exposes structured product information @ui","","2026-05-08","passed","2026-05-08","","ui/products.spec.ts","",""
"","372","worker-scoped fixture server serves mounted HTML @ui","","2026-05-08","passed","2026-05-08","","framework/fixture.spec.ts","",""
"","354","assertion helpers resolve against the live DOM in hard mode @ui","","2026-05-08","passed","2026-05-08","","framework/assertions.spec.ts","",""
"","3148","products search narrows the catalog on automationexercise @ui","","2026-05-08","passed","2026-05-08","","ui/products.spec.ts","",""
"","226","logger fixture resets history between tests @ui","","2026-05-08","passed","2026-05-08","","framework/fixture.spec.ts","",""
"","404","hard assertion failure throws immediately @ui","","2026-05-08","passed","2026-05-08","","framework/assertions.spec.ts","",""
"","8344","new user can create an account and sign in with it @ui","","2026-05-08","passed","2026-05-08","","ui/account.spec.ts","",""
"","1342","subscription footer confirms a successful subscription on the live site @ui","","2026-05-08","passed","2026-05-08","","ui/products.spec.ts","",""
"","241","softGroup body receives soft mode and restores hard mode afterwards @ui","","2026-05-08","passed","2026-05-08","","framework/assertions.spec.ts","",""
"","1897","brand filter uses the sidebar component and shows Polo products @ui","","2026-05-08","passed","2026-05-08","","ui/products.spec.ts","",""
