"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","325","softGroup body receives soft mode and restores hard mode afterwards @ui","","2026-05-17","passed","2026-05-17","","unit/assertions.spec.ts","",""
"","1712","product details page exposes structured product information @ui","","2026-05-17","passed","2026-05-17","","ui/products.spec.ts","",""
"","443","hard assertion failure throws immediately @ui","","2026-05-17","passed","2026-05-17","","unit/assertions.spec.ts","",""
"","2935","home page opens the live automationexercise site and navigates to products @ui","","2026-05-17","passed","2026-05-17","","ui/home.spec.ts","",""
"","445","assertion helpers resolve against the live DOM in hard mode @ui","","2026-05-17","passed","2026-05-17","","unit/assertions.spec.ts","",""
"","1747","subscription footer confirms a successful subscription on the live site @ui","","2026-05-17","passed","2026-05-17","","ui/products.spec.ts","",""
"","4102","user created via API can log in and is visible in the UI @e2e @ui","","2026-05-17","passed","2026-05-17","","ui/account-hybrid.spec.ts","",""
"","193","worker-scoped fixture server serves mounted HTML @ui","","2026-05-17","passed","2026-05-17","","unit/fixture.spec.ts","",""
"","287","logger fixture resets history between tests @ui","","2026-05-17","passed","2026-05-17","","unit/fixture.spec.ts","",""
"","6334","new user can create an account and sign in with it @ui","","2026-05-17","passed","2026-05-17","","ui/account.spec.ts","",""
"","2298","searching for a non-existent product shows zero results on the Products page @ui","","2026-05-17","passed","2026-05-17","","ui/products.spec.ts","",""
"","1893","brand filter uses the sidebar component and shows Polo products @ui","","2026-05-17","passed","2026-05-17","","ui/products.spec.ts","",""
"","2511","products search narrows the catalog on automationexercise @ui","","2026-05-17","passed","2026-05-17","","ui/products.spec.ts","",""
"","630","softGroup keeps executing after a failing assertion @ui","","2026-05-17","passed","2026-05-17","","unit/assertions.spec.ts","",""
